DESCRIZIONE MATRICE (1°livello),DESCRIZIONE MATRICE (2° livello),Data inizio,Data fine,Comune di prelievo,Provincia,Nuclide,Attività specifica,Unità di misura,Column,Column2,* n.r.: non rilevabile (risultato inferiore alla sensibilità analitica),Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-24T08:20:00Z,2019-10-24T08:20:00Z,PARABIAGO,MI,T-ALFA,0.14,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-24T08:20:00Z,2019-10-24T08:20:00Z,PARABIAGO,MI,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-24T08:20:00Z,2019-10-24T08:20:00Z,PARABIAGO,MI,T-U,0.16,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-24T08:20:00Z,2019-10-24T08:20:00Z,PARABIAGO,MI,U-234,0.0639,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-24T08:20:00Z,2019-10-24T08:20:00Z,PARABIAGO,MI,U-238,0.0966,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:45:00Z,2019-04-08T07:45:00Z,ROZZANO,MI,RN-222,12.2,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:45:00Z,2019-04-08T07:45:00Z,ROZZANO,MI,T-ALFA,0.078,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:45:00Z,2019-04-08T07:45:00Z,ROZZANO,MI,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-14T08:00:00Z,2019-10-14T08:00:00Z,ROZZANO,MI,RN-222,14.1,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-14T08:00:00Z,2019-10-14T08:00:00Z,ROZZANO,MI,T-ALFA,0.08,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-14T08:00:00Z,2019-10-14T08:00:00Z,ROZZANO,MI,T-BETA,0.147,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:00:00Z,2019-04-08T07:00:00Z,SAN DONATO MILANESE,MI,RN-222,6.3,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:00:00Z,2019-04-08T07:00:00Z,SAN DONATO MILANESE,MI,T-ALFA,0.076,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T07:00:00Z,2019-04-08T07:00:00Z,SAN DONATO MILANESE,MI,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-13T22:00:00Z,2019-10-13T22:00:00Z,SAN DONATO MILANESE,MI,RN-222,6.7,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-13T22:00:00Z,2019-10-13T22:00:00Z,SAN DONATO MILANESE,MI,T-ALFA,0.075,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-13T22:00:00Z,2019-10-13T22:00:00Z,SAN DONATO MILANESE,MI,T-BETA,0.18,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-04T08:55:00Z,2019-04-04T08:55:00Z,SESTO SAN GIOVANNI,MI,RN-222,8.8,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-04T08:55:00Z,2019-04-04T08:55:00Z,SESTO SAN GIOVANNI,MI,T-ALFA,0.062,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-04T08:55:00Z,2019-04-04T08:55:00Z,SESTO SAN GIOVANNI,MI,T-BETA,0.367,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-03T09:55:00Z,2019-10-03T09:55:00Z,SESTO SAN GIOVANNI,MI,RN-222,11.5,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-03T09:55:00Z,2019-10-03T09:55:00Z,SESTO SAN GIOVANNI,MI,T-ALFA,0.054,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-03T09:55:00Z,2019-10-03T09:55:00Z,SESTO SAN GIOVANNI,MI,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-19T09:00:00Z,2019-03-19T09:00:00Z,MANTOVA,MN,RN-222,6.1,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-19T09:00:00Z,2019-03-19T09:00:00Z,MANTOVA,MN,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-19T09:00:00Z,2019-03-19T09:00:00Z,MANTOVA,MN,T-BETA,0.153,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T12:30:00Z,2019-09-10T12:30:00Z,MANTOVA,MN,RN-222,6.5,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T12:30:00Z,2019-09-10T12:30:00Z,MANTOVA,MN,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T12:30:00Z,2019-09-10T12:30:00Z,MANTOVA,MN,T-BETA,0.241,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-18T09:25:00Z,2019-03-18T09:25:00Z,VIGEVANO,PV,RN-222,9.4,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-18T09:25:00Z,2019-03-18T09:25:00Z,VIGEVANO,PV,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-18T09:25:00Z,2019-03-18T09:25:00Z,VIGEVANO,PV,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-30T07:30:00Z,2019-09-30T07:30:00Z,VIGEVANO,PV,RN-222,7.0,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-30T07:30:00Z,2019-09-30T07:30:00Z,VIGEVANO,PV,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-30T07:30:00Z,2019-09-30T07:30:00Z,VIGEVANO,PV,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-01-02T23:00:00Z,2019-01-31T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-01-31T23:00:00Z,2019-02-28T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,RA-226,0.0085,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,RN-222,17.9,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,T-ALFA,0.124,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,T-BETA,0.121,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,T-U,0.098,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,U-234,0.049,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T07:45:00Z,2019-02-18T07:45:00Z,SONDRIO,SO,U-238,0.049,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T08:00:00Z,2019-02-18T08:00:00Z,SONDRIO,SO,RN-222,11.7,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T08:00:00Z,2019-02-18T08:00:00Z,SONDRIO,SO,T-ALFA,0.061,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-18T08:00:00Z,2019-02-18T08:00:00Z,SONDRIO,SO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-02-28T23:00:00Z,2019-03-31T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-03-31T22:00:00Z,2019-05-05T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-05-05T22:00:00Z,2019-06-02T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-06-02T22:00:00Z,2019-07-01T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-07-04T22:00:00Z,2019-08-01T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-08-01T22:00:00Z,2019-09-01T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-09-02T22:00:00Z,2019-09-30T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:00:00Z,2019-09-11T07:00:00Z,SONDRIO,SO,RN-222,10.6,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:00:00Z,2019-09-11T07:00:00Z,SONDRIO,SO,T-ALFA,0.088,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:00:00Z,2019-09-11T07:00:00Z,SONDRIO,SO,T-BETA,0.184,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,RA-226,0.0071,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,RN-222,17.1,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,T-ALFA,0.121,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,T-BETA,0.126,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,T-U,0.118,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,U-234,0.0633,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-11T07:30:00Z,2019-09-11T07:30:00Z,SONDRIO,SO,U-238,0.055,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-09-30T22:00:00Z,2019-11-03T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-11-03T23:00:00Z,2019-12-01T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-12-01T23:00:00Z,2020-01-02T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,H-3,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,RA-226,0.0038,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,RN-222,50.0,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,T-ALFA,0.289,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,T-BETA,0.368,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,T-U,0.281,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,U-234,0.141,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-03-12T09:30:00Z,2019-03-12T09:30:00Z,ISPRA,VA,U-238,0.14,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,H-3,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,RA-226,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,T-ALFA,0.281,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,T-BETA,0.232,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,T-U,0.315,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,U-234,0.16,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-17T06:30:00Z,2019-09-17T06:30:00Z,ISPRA,VA,U-238,0.155,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-24T06:50:00Z,2019-09-24T06:50:00Z,ISPRA,VA,RN-222,42.8,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-21T09:00:00Z,2019-02-21T09:00:00Z,SARONNO,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-21T09:00:00Z,2019-02-21T09:00:00Z,SARONNO,VA,RA-226,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-03-19T23:00:00Z,2019-03-19T23:00:00Z,COMO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-03-19T23:00:00Z,2019-03-19T23:00:00Z,COMO,CO,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-03-19T23:00:00Z,2019-03-19T23:00:00Z,COMO,CO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-06-02T22:00:00Z,2019-06-02T22:00:00Z,COMO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-06-02T22:00:00Z,2019-06-02T22:00:00Z,COMO,CO,T-ALFA,0.034,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-06-02T22:00:00Z,2019-06-02T22:00:00Z,COMO,CO,T-BETA,0.094,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-09-08T22:00:00Z,2019-09-08T22:00:00Z,COMO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-09-08T22:00:00Z,2019-09-08T22:00:00Z,COMO,CO,T-ALFA,0.045,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-09-08T22:00:00Z,2019-09-08T22:00:00Z,COMO,CO,T-BETA,0.151,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-12-10T23:00:00Z,2019-12-10T23:00:00Z,COMO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-12-10T23:00:00Z,2019-12-10T23:00:00Z,COMO,CO,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Lago Lario,2019-12-10T23:00:00Z,2019-12-10T23:00:00Z,COMO,CO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE,2019-02-21T10:00:00Z,2019-02-21T10:00:00Z,ROVELLO PORRO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-02-20T11:10:00Z,2019-02-20T11:10:00Z,ORIO LITTA,LO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-02-20T11:10:00Z,2019-02-20T11:10:00Z,ORIO LITTA,LO,T-ALFA,0.051,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-02-20T11:10:00Z,2019-02-20T11:10:00Z,ORIO LITTA,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-05-20T10:00:00Z,2019-05-20T10:00:00Z,ORIO LITTA,LO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-05-20T10:00:00Z,2019-05-20T10:00:00Z,ORIO LITTA,LO,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-05-20T10:00:00Z,2019-05-20T10:00:00Z,ORIO LITTA,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-09-05T10:00:00Z,2019-09-05T10:00:00Z,ORIO LITTA,LO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-09-05T10:00:00Z,2019-09-05T10:00:00Z,ORIO LITTA,LO,T-ALFA,0.032,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Po - Foce Lambro,2019-09-05T10:00:00Z,2019-09-05T10:00:00Z,ORIO LITTA,LO,T-BETA,0.103,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Lambro,2019-11-19T09:45:00Z,2019-11-19T09:45:00Z,ORIO LITTA,LO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Lambro,2019-11-19T09:45:00Z,2019-11-19T09:45:00Z,ORIO LITTA,LO,T-ALFA,0.034,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE - Fiume Lambro,2019-11-19T09:45:00Z,2019-11-19T09:45:00Z,ORIO LITTA,LO,T-BETA,0.146,BQ/L,,,,,,,,,,,,,,,,
ACQUE SUPERFICIALI,ACQUA DI CORSO D'ACQUA SUPERFICIALE,2019-02-27T10:30:00Z,2019-02-27T10:30:00Z,SARONNO,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2018-12-31T08:30:00Z,2019-01-07T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-01-07T08:30:00Z,2019-01-14T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-01-14T08:30:00Z,2019-01-21T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-01-21T08:30:00Z,2019-01-28T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-01-28T08:30:00Z,2019-02-04T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-02-04T08:30:00Z,2019-02-11T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-02-11T08:30:00Z,2019-02-18T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-02-18T08:30:00Z,2019-02-25T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,FRAZIONE GASSOSA,2019-02-25T08:30:00Z,2019-03-04T08:30:00Z,MILANO,MI,I-131(G),n.r.,BQ/M3,,,,,,,,,,,,,,,,
