"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"DATO:
DATI ANALITICI ACQUE SOTTERRANEE","","FONTE DATI:
ARPA Lombardia","ANNO DI RIFERIMENTO:
2018","","","Sostanze Perfluoroalchiliche 
– PFAS – ","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"GWB","PROVINCIA","COMUNE","CODICE PP","COORD X","COORD Y","DATA CAMPIONAMENTO","SOSTANZA","CAS","UM","CONCENTRAZIONE"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPOM","MN","Medole","PO0200340R0001","618524","5022275","11/27/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,031"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,015"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","5/3/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,029"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,009"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,017"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,008"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","7/25/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,03"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,008"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,014"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS BPPO","MN","Quistello","PO0200470R0001","658387","4988361","11/21/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISI BPPO","MN","Rivarolo Mantovano","PO020050NU0002","613393","4991326","5/9/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","5/15/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","6/27/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Sabbioneta","PO0200540R0001","619421","4984050","11/13/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","5/16/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","7/25/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0002"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPOM","MN","Solferino","PO020063NU0002","622268","5023902","10/10/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","5/15/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","Viadana","PO020066NU0004","630221","4984849","6/27/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
