PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,NOTE,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MILANO,MILANO,MI146.0233,AREA ex PIRELLI,"VIA ENRICO CAVIGLIA, 3",,aree industriali dismesse,9.22991228,45.44291117,POINT (9.22991228 45.44291117),alta
BRESCIA,BRESCIA,BS029.0166,PUNTO 5 S.R.L.,SCALO MERCI,,altri siti non meglio specificati,10.22054132,45.54017089,POINT (10.22054132 45.54017089),alta
MILANO,MILANO,MI146.3273,AREA DI VIA LORENTEGGIO 170,"VIA LORENTEGGIO, 170",(*),aree industriali dismesse,9.1331725,45.44894839,POINT (9.1331725 45.44894839),alta
MANTOVA,MANTOVA,MN030.0077,P.V. ERG,CORSO PORTA MULINA-,,impianti di stoccaggio o adduzione carburanti,10.81353615,45.15706081,POINT (10.81353615 45.15706081),bassa
LODI,SECUGNAGO,LO052.0001,Ex Società SCAR S.r.l.,LOCALITA' MULINO POLENZONE,,aree industriali dismesse,9.59645355,45.23156176,POINT (9.59645355 45.23156176),bassa
CREMONA,SERGNANO,CR094.0001,STOGIT SPA CENTRALE DI SERGNANO 2,"STRADA VALLARSA, 18",,attività minerarie o estrattive,9.69827341,45.42629883,POINT (9.69827341 45.42629883),alta
MILANO,MILANO,MI146.0326,EX PUNTO VENDITA API,"VIA BERNARDO RUCELLAI, 50",(*),impianti di stoccaggio o adduzione carburanti,9.21538021,45.51105106,POINT (9.21538021 45.51105106),alta
SONDRIO,VILLA DI TIRANO,SO078.0003,EMME CASE SRL 1,VIA BREBBIA,(*),altri siti non meglio specificati,10.13754441,46.20594289,POINT (10.13754441 46.20594289),alta
VARESE,CASTRONNO,VA047.0001,AREA DI SERVIZIO AUTOSTRADA A8 - BRUGHIERA OVEST - P.V. ESSO 0665,"AUTOSTRADA A8 MILANO LAGHI KM 42,900",,impianti di stoccaggio o adduzione carburanti,8.81086654,45.75217363,POINT (8.81086654 45.75217363),bassa
MILANO,MILANO,MI146.2289,Sito Galileo Avionica ora Finmeccanica Group Real Estate S.p.A.,"VIA GIOVANNI BATTISTA GRASSI, 93",,aree industriali dismesse,9.1184209,45.5189951,POINT (9.1184209 45.5189951),alta
PAVIA,CASTEGGIO,PV037.0001,P.V. AGIP 2554,PIAZZA VITTORIO VENETO,,impianti di stoccaggio o adduzione carburanti,9.12882549,45.015738,POINT (9.12882549 45.015738),alta
MILANO,CORMANO,MI086.0010,SU.PER SRL,"VIA ANTONIO GRAMSCI, 41",,aree industriali dismesse,9.16703267,45.53902218,POINT (9.16703267 45.53902218),alta
MILANO,MILANO,MI146.2942,AREA DI VIA RIZZARDI,"VIA FRATELLI RIZZARDI, 45",,aree industriali dismesse,9.10045323,45.49496451,POINT (9.10045323 45.49496451),alta
MILANO,OZZERO,MI165.0005,EFFRAZIONE OLEODOTTO SANNAZZARO,STRADA PROVINCIALE 183,,rilasci accidentali o dolosi di sostanze,8.9238774,45.36560765,POINT (8.9238774 45.36560765),alta
MONZA E DELLA BRIANZA,CESANO MADERNO,MI075.0005,Discariche ex SNIA - Aree esterne di proprietà NYLSTAR - Immobiliare SNIA,VIA GROANE,,discariche abusive o incontrollate,9.1173619,45.62942749,POINT (9.1173619 45.62942749),alta
MILANO,BOLLATE,MI027.0011,AREA EX SILPA,"VIA MILANO, 50",(*),aree industriali dismesse,9.10310475,45.53867293,POINT (9.10310475 45.53867293),alta
SONDRIO,NOVATE MEZZOLA,SO046.0002,"CAVA BUSAN, LARIO SCAVI SRL",LOCALITA' BUSAN,(*),attività minerarie o estrattive,9.5003856,46.19062757,POINT (9.5003856 46.19062757),bassa
MILANO,CASTANO PRIMO,MI062.0006,AREA DI VIA MARCONI 1,"VIA GUGLIELMO MARCONI, 1",(*),aree industriali dismesse,8.78220109,45.55536412,POINT (8.78220109 45.55536412),alta
MILANO,MILANO,MI146.4250,ANTICA RIPA SRL,"VIA MONTI SABINI, 11",,aree industriali dismesse,9.20137678,45.4297863,POINT (9.20137678 45.4297863),alta
MILANO,MILANO,MI146.4160,PLESSO SCOLASTICO SCROSATI,"VIA LUIGI SCROSATI, 3",,serbatoi carburante per riscaldamento,9.1405602,45.45406379,POINT (9.1405602 45.45406379),alta
PAVIA,FERRERA ERBOGNONE,PV062.0006,DEPOSITO PRAOIL OLEODOTTI ITALIANI S.P.A.,STRADA PROVINCIALE 28 PER PIEVE DEL CAIRO,(*),aree industriali in attività,8.85450175,45.08000726,POINT (8.85450175 45.08000726),bassa
BRESCIA,CAPRIANO DEL COLLE,BS037.0001,Discarica Raffineria Metalli Capra,LOCALITA' MONTE NETTO,,discariche autorizzate,10.12473608,45.45546409,POINT (10.12473608 45.45546409),alta
MILANO,MILANO,MI146.1875,P.V. ESSO 0172,"VIA GALLARATE, 392",(*),impianti di stoccaggio o adduzione carburanti,9.10573074,45.50485544,POINT (9.10573074 45.50485544),alta
MILANO,ABBIATEGRASSO,MI002.0013,P.V. ESSO 0425,VIA MAZZINI/ANGOLO VIA DANTE,,impianti di stoccaggio o adduzione carburanti,8.92616109,45.3948899,POINT (8.92616109 45.3948899),alta
MILANO,MILANO,MI146.4346,AREA CR71 PROJECT SRL,"VIA GIOVANNI BATTISTA PRANDINA, 4",,aree industriali dismesse,9.23727037,45.50633513,POINT (9.23727037 45.50633513),alta
BRESCIA,NAVE,BS117.0006,Area EX AFIM - ACCIARIA FENOTTI E COMINI,"VIA TRENTO, 26",,aree industriali dismesse,10.28950884,45.58610643,POINT (10.28950884 45.58610643),alta
MONZA E DELLA BRIANZA,VIMERCATE,MI241.0017,OSPEDALE NUOVO VIMERCATE,"VIA SANTI COSMA E DAMIANO, 10",(*),rilasci accidentali o dolosi di sostanze,9.3580982,45.6084494,POINT (9.3580982 45.6084494),alta
LECCO,BELLANO,LC008.0001,"Presidio Ospedaliero Umberto I, sversamento olio","VIA CARLO ALBERTO, 25",,rilasci accidentali o dolosi di sostanze,9.30687709,46.0479647,POINT (9.30687709 46.0479647),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0024,SERBATOIO GASOLIO,VIA L.DA VINCI ANGOLO MARONCELLI,(*),serbatoi carburante per riscaldamento,9.06495766,45.42377091,POINT (9.06495766 45.42377091),alta
MILANO,MILANO,MI146.3929,"STABILE, DISMISSIONE SERBATOI","VIALE TOSCANA, 9",(*),serbatoi carburante per riscaldamento,9.19667642,45.44632346,POINT (9.19667642 45.44632346),alta
BRESCIA,BERZO DEMO,BS016.0006,SELCA SPA IN FALLIMENTO,LOCALITA' FORNO D' ALLIONE,,operazioni di recupero rifiuti,10.31878762,46.08838811,POINT (10.31878762 46.08838811),alta
MILANO,MILANO,MI146.2521,AREA EX PARABIAGHI spa,"VIA GIOVANNI BATTISTA FAUCHE', 13",,aree industriali dismesse,9.16467999,45.48528739,POINT (9.16467999 45.48528739),alta
PAVIA,VIGEVANO,PV177.0050,DEPOSITO FISCATECH,"VIA GENERALE RODOLFO MONTEVECCHIO, 35",,aree industriali dismesse,8.86648458,45.306311,POINT (8.86648458 45.306311),alta
MILANO,SESTO SAN GIOVANNI,MI209.0049,P.V. ESSO 0072,"VIALE RIMEMBRANZE, 191",,impianti di stoccaggio o adduzione carburanti,9.24093335,45.52466266,POINT (9.24093335 45.52466266),alta
MILANO,MILANO,MI146.3986,M4 EX CAVA TRE CASTELLI AREA STRALCIO,VIA GUIDO MARTINELLI,,altri siti non meglio specificati,9.13534415,45.44136294,POINT (9.13534415 45.44136294),alta
BERGAMO,SERIATE,BG198.0020,EX PV CARBURANTI,"VIA NAZIONALE, 33",,impianti di stoccaggio o adduzione carburanti,9.72914254,45.68518595,POINT (9.72914254 45.68518595),alta
LECCO,VERDERIO,LC087.0003,"TERNA SPA GRUPPO ENEL, CON CORNATE D'ADDA",LOCALITA' ROGGIA ANNONI-STAZIONE ELETTRICA,(*),rilasci accidentali o dolosi di sostanze,9.43545403,45.66264095,POINT (9.43545403 45.66264095),alta
LODI,FOMBIO,LO026.0009,AKZO NOBEL COATINGS - FOMBIO,"VIA EMILIA, 2",,aree industriali dismesse,9.67411171,45.14891494,POINT (9.67411171 45.14891494),alta
VARESE,DAVERIO,VA064.0002,P.V. TOTAL,"VIA CESARE BATTISTI, 75",,impianti di stoccaggio o adduzione carburanti,8.76956784,45.76560414,POINT (8.76956784 45.76560414),alta
MILANO,NOVATE MILANESE,MI157.0006,Area I.Pi.Ci,"VIA FRATELLI BELTRAMI, 11",,aree industriali in attività,9.13472392,45.52499655,POINT (9.13472392 45.52499655),alta
VARESE,LUINO,VA092.0005,Area di compostaggio,LOCALITA' CUCCO DI VOLDOMINO,,altri siti non meglio specificati,8.74484375,45.99980794,POINT (8.74484375 45.99980794),alta
MONZA E DELLA BRIANZA,MONZA,MB033.0045,EX TESSITURA,"VIA VAL D' OSSOLA, 17",,aree industriali dismesse,9.27117842,45.57067147,POINT (9.27117842 45.57067147),alta
VARESE,VARESE,VA133.0008,P.V. ESSO 673,"VIALE EUROPA, 82",,impianti di stoccaggio o adduzione carburanti,8.8322473,45.80490705,POINT (8.8322473 45.80490705),alta
MILANO,RHO,MI182.0093,EX ROTOINCISA,"VIA ENRICO MATTEI, 7",,aree industriali dismesse,9.02349243,45.53228791,POINT (9.02349243 45.53228791),alta
BRESCIA,SAREZZO,BS174.0012,OTTOMAN,"VIA MAESTRI DEL LAVORO, 1",,aree industriali in attività,10.2023739,45.6585188,POINT (10.2023739 45.6585188),bassa
CREMONA,CASTELLEONE,CR025.0001,EX STABILIMENTO BIC ITALIA,STRADA STATALE 415,(*),aree industriali dismesse,9.75080714,45.30593009,POINT (9.75080714 45.30593009),alta
BRESCIA,CONCESIO,BS061.0001,"CAFFARO SPA - SOTTOSTAZIONE ELETTRICA ""STOCCHETTA""","VIA GIUSEPPE ZANARDELLI, 50",,aree industriali dismesse,10.22492632,45.58875517,POINT (10.22492632 45.58875517),alta
MILANO,ARLUNO,MI010.0024,SOLLES SRL,VIA SANTO STEFANO TICINO,,attività minerarie o estrattive,8.94878735,45.51089836,POINT (8.94878735 45.51089836),bassa
MILANO,MILANO,MI146.1046,"AREA EX STAZIONE DI PORTA VITTORIA - SETTORE UCP5, UCP3 e BEIC",VIE CENA/UMBRIA/MONTE ORTIGARA/MOLISE,,altri siti non meglio specificati,9.2176166,45.45859438,POINT (9.2176166 45.45859438),alta
VARESE,SARONNO,VA119.0055,AREA VIA FRUA,"VIA GIUSEPPE FRUA, 19",,aree industriali dismesse,9.04112549,45.62979894,POINT (9.04112549 45.62979894),alta
VARESE,LONATE POZZOLO,VA090.0004,FONDERIA BOTTARINI EX AREA INDUSTRIALE,"VIA SILVIO PELLICO, 8",,aree industriali dismesse,8.75742769,45.59751056,POINT (8.75742769 45.59751056),alta
MILANO,SAN GIULIANO MILANESE,MI195.0060,AGIP PV 2516,AUTOSTRADA A50 TANGENZIALE OVEST DI MILANO,,impianti di stoccaggio o adduzione carburanti,9.2780372,45.3838531,POINT (9.2780372 45.3838531),bassa
MILANO,MILANO,MI146.4001,"PARCO BADEN PAWELL, GIÀ ""AREA ARGELATI-TORRE- LOMBARDINI""",VIE AUTARI E LOBARDINI,,aree industriali dismesse,9.1664468,45.44865373,POINT (9.1664468 45.44865373),alta
BRESCIA,MARONE,BS106.0001,"EX CASA DI RIPOSO, rimozione cisterna","VIA BATTISTA CRISTINI, 27",,serbatoi carburante per riscaldamento,10.09082746,45.73432479,POINT (10.09082746 45.73432479),alta
MILANO,CUSANO MILANINO,MI098.0005,IMMOBILIARE C.B. - AREA EX METALLVAKUUM POLIPLASTIC SPA,"VIA ABELE MERLI, 10",(*),aree industriali dismesse,9.1848095,45.54598998,POINT (9.1848095 45.54598998),alta
MONZA E DELLA BRIANZA,MONZA,MB033.0039,EX FELTRIFICIO,"VIALE CESARE BATTISTI, 40",,aree industriali dismesse,9.26598991,45.59234508,POINT (9.26598991 45.59234508),alta
PAVIA,PAVIA,PV110.0062,ex P.V. Agip n. 2569,"VIALE CREMONA, 64/73",,impianti di stoccaggio o adduzione carburanti,9.18785414,45.17970464,POINT (9.18785414 45.17970464),alta
MILANO,PADERNO DUGNANO,MI166.0088,AREA VIA PEPE,"VIA GUGLIELMO PEPE, 56",,aree industriali dismesse,9.15316251,45.56340091,POINT (9.15316251 45.56340091),alta
MILANO,SENAGO,MI206.0004,AREA EX PLASTECO MILANO S.r.l. - zona b (proprietà Londra s.r.l.),VIA VINCENZO MONTI,,aree industriali dismesse,9.12158616,45.57350674,POINT (9.12158616 45.57350674),alta
MANTOVA,ACQUANEGRA SUL CHIESE,MN001.0001,EX AMBROSIANA ITALFER,VIA MORO-LOC.MOSIO,,aree industriali dismesse,10.48510915,45.14867774,POINT (10.48510915 45.14867774),alta
VARESE,BIANDRONNO,VA014.0002,Stabilimento SWM,"VIA NINO BIXIO, 8",,aree industriali in attività,8.70557956,45.79872859,POINT (8.70557956 45.79872859),alta
MONZA E DELLA BRIANZA,MONZA,MB033.0031,EX CASERMA IV NOVEMBRE,VIA MONTEVECCHIA,(*),altri siti non meglio specificati,9.24970912,45.59347655,POINT (9.24970912 45.59347655),alta
MILANO,MILANO,MI146.0667,PUNTO VENDITA SHELL N. 49.491,"VIALE ALCIDE DE GASPERI, 2/1",,impianti di stoccaggio o adduzione carburanti,9.14007438,45.48973518,POINT (9.14007438 45.48973518),alta
VARESE,CASSANO MAGNAGO,VA040.0013,"AREA EX PREVIATI VIA BONICALZA, 132","VIA MARIO ALBINO BONICALZA, 132",(*),altri siti non meglio specificati,8.8441712,45.65884899,POINT (8.8441712 45.65884899),alta
LECCO,COLICO,LC023.0009,A.T.L. SPA (IVECO),"VIA AL CONFINE, 19/21",,rilasci accidentali o dolosi di sostanze,9.39413457,46.14006101,POINT (9.39413457 46.14006101),alta
MILANO,MILANO,MI146.1642,Area Via Quarto Cagnino,"VIA QUARTO CAGNINO, 39",(*),aree industriali dismesse,9.11569985,45.47325352,POINT (9.11569985 45.47325352),alta
MILANO,CORSICO,MI093.0001,PVF 0469 ESSO ITALIANA Srl,"VIALE DELLA RESISTENZA, 50",,impianti di stoccaggio o adduzione carburanti,9.10765785,45.42751199,POINT (9.10765785 45.42751199),alta
MANTOVA,MANTOVA,MN030.0128,EX IMPIANTO DI LAVAGGIO AUTOCISTERNE,"STRADA GHISIOLO, 2",,impianti di stoccaggio o adduzione carburanti,10.83190675,45.1754223,POINT (10.83190675 45.1754223),alta
BRESCIA,MONTICHIARI,BS113.0027,"SCARICHI IDRICI NEL TERRENO, DITTA NORMALIEN SPA",VIA GRAZIA DELEDDA,,aree industriali in attività,10.32883784,45.45083957,POINT (10.32883784 45.45083957),alta
MILANO,MILANO,MI146.4280,AD SOLUZIONI SRL,"VIA ANNA NEERA, 10",,aree industriali dismesse,9.17505329,45.43297832,POINT (9.17505329 45.43297832),alta
MANTOVA,GUIDIZZOLO,MN028.0005,"SINISTRO CON CONSEGUENTE SVERSAMENTO DI BENZINA E GASOLIO, SS 236 KM 26+250",STRADA STATALE 236 GOITESE,(*),rilasci accidentali o dolosi di sostanze,10.5706747,45.31021799,POINT (10.5706747 45.31021799),bassa
LECCO,LECCO,LC042.0005,PUNTO VENDITA TAMOIL (EX AGIP) 1873,"CORSO BERGAMO, 157",,impianti di stoccaggio o adduzione carburanti,9.41972379,45.81688436,POINT (9.41972379 45.81688436),alta
BERGAMO,ALMENNO SAN SALVATORE,BG007.0002,Area proprietà privata,"VIA DEI ROCCOLI, 12",,serbatoi carburante per riscaldamento,9.58130553,45.75410298,POINT (9.58130553 45.75410298),alta
LODI,PIEVE FISSIRAGA,LO045.0005,Itelyum Regeneration (ex VISCOLUBE),"VIA TAVERNELLE, 19",,aree industriali in attività,9.45696628,45.26942747,POINT (9.45696628 45.26942747),alta
PAVIA,VOGHERA,PV182.0016,AREA DITTA MATTI S.P.A.,"STRADA DI ORIOLO, 85",(*),operazioni di recupero rifiuti,9.01910549,45.02488078,POINT (9.01910549 45.02488078),alta
MILANO,MILANO,MI146.3341,CENTRO SPORTIVO COLOMBO,VIA CARDELLINO ANG.DELLA RONDINE,,serbatoi carburante per riscaldamento,9.1238035,45.4484308,POINT (9.1238035 45.4484308),alta
MILANO,MILANO,MI146.0353,AREA EX SQUEO AUTODEMOLIZIONI,VIALE PUGLIE 26/28,,smaltimenti non autorizzati - abbandono rifiuti,9.22383041,45.4495714,POINT (9.22383041 45.4495714),alta
MILANO,MILANO,MI146.0113,AREA ALER - ZAMA SALOMONE,VIE ZAMA/SALOMONE,,altri siti non meglio specificati,9.23777468,45.45377266,POINT (9.23777468 45.45377266),alta
LODI,BORGHETTO LODIGIANO,LO004.0003,EX COOPERATIVA EDILIZIA EUROPEA 2000,"VIA GIUSEPPE GARIBALDI, 59",,altri siti non meglio specificati,9.49806813,45.21256033,POINT (9.49806813 45.21256033),alta
BERGAMO,URGNANO,BG222.0003,"Azienda agricola, demolizione edificio",VIA DEI CURTI,,aree industriali dismesse,9.6940477,45.60289628,POINT (9.6940477 45.60289628),alta
MILANO,PESSANO CON BORNAGO,MI172.0004,Area Cna Novellana,LOCALITA' C.NA NOVELLANA,(*),discariche abusive o incontrollate,9.38538649,45.54792285,POINT (9.38538649 45.54792285),bassa
VARESE,MORNAGO,VA106.0001,"ex ""Galstaff Multiresine"" ora ""Hickson Coasting S.r.l.""","VIA STAZIONE, 90",,aree industriali in attività,8.73378074,45.73131769,POINT (8.73378074 45.73131769),alta
COMO,CASTELMARTE,CO058.0003,GAL.FOR. - EX AREA INDUSTRIALE,"VIA TAGLIAMENTO, 14",,aree industriali dismesse,9.24341414,45.8360783,POINT (9.24341414 45.8360783),bassa
BERGAMO,CASAZZA,BG058.0001,PV Agip - ENI S.p.A. P.V. 1522,"VIA NAZIONALE, 42",(*),impianti di stoccaggio o adduzione carburanti,9.90865072,45.74633376,POINT (9.90865072 45.74633376),alta
MILANO,PREGNANA MILANESE,MI179.0002,DEPOSITO KUWAIT,"VIALE LOMBARDIA, 38",(*),impianti di stoccaggio o adduzione carburanti,9.01433788,45.5182713,POINT (9.01433788 45.5182713),alta
MILANO,MILANO,MI146.1559,Area ex ELECTROCLEANING S.r.l.,"VIA GIOVANNI MELI, 30",,aree industriali dismesse,9.23970957,45.50521957,POINT (9.23970957 45.50521957),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0002,MANULI AUTOMOTIVE SPA ORA MAFLOW SPA,"VIA GIOVANNI BOCCACCIO, 1",,aree industriali in attività,9.05725774,45.41841466,POINT (9.05725774 45.41841466),alta
MILANO,MILANO,MI146.2754,AREA DI VIA FREIKOFEL,"VIA FREIKOFEL, 26",,aree industriali dismesse,9.24582538,45.43231716,POINT (9.24582538 45.43231716),alta
MILANO,ROZZANO,MI189.0036,ATTIVITA' COMMERCIALE,"VIA EUGENIO CURIEL, 25",,impianti di stoccaggio o adduzione carburanti,9.17311589,45.39688008,POINT (9.17311589 45.39688008),alta
MILANO,MILANO,MI097.0010,OLEODOTTO ENI FERRERA-RHO,S.P.114 ALTEZZA DEVIAZIONE CASCINA SCARIONA,,rilasci accidentali o dolosi di sostanze,9.15118787,45.51565367,POINT (9.15118787 45.51565367),alta
MILANO,MILANO,MI146.4332,PIO ISTITUTO SORDI,"VIA JESI, 2",,aree industriali in attività,9.23194644,45.50074081,POINT (9.23194644 45.50074081),alta
COMO,,CO215.0001,"P.V. TOTALERG, ex CO178",S.S.342 KM 73+350,,impianti di stoccaggio o adduzione carburanti,,,,nd
MILANO,MILANO,MI146.4132,"PLESSO SCOLASTICO COMUNALE, rimozione due cisterne interrate asservite all'impianto riscaldamento","VIA PIERO STROZZI, 11",,altri siti non meglio specificati,9.14333557,45.45999649,POINT (9.14333557 45.45999649),alta
VARESE,VARESE,VA133.0030,MV Agusta Motors spa,"VIA GIOVANNI MACCHI, 144",,aree industriali in attività,8.77994544,45.80259427,POINT (8.77994544 45.80259427),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0003,LOMBARDA PETROLI S.P.A.,"VIA RAFFAELLO SANZIO, 4",,aree industriali in attività,9.30401321,45.60152561,POINT (9.30401321 45.60152561),alta
MILANO,SAN GIORGIO SU LEGNANO,MI194.0004,EX CHICO SNC e CROMATURA MODERNA SRL,VIA EISTEIN SNC,,aree industriali dismesse,8.9096922,45.57241436,POINT (8.9096922 45.57241436),bassa
MILANO,RHO,MI182.0013,CROMATURA RHODENSE,"VIA DELLA SENNA, 11",,aree industriali in attività,9.04399564,45.51878324,POINT (9.04399564 45.51878324),alta
MILANO,MILANO,MI146.4231,AREA VIA CAVALCABO',"VIA PIETRO CAVALCABO', 4",,aree industriali dismesse,9.15124377,45.46168544,POINT (9.15124377 45.46168544),alta
VARESE,SARONNO,VA119.0020,AREA EX CANTONI,"VIA DON SILVIO MARZORATI, 22",,aree industriali dismesse,9.04469918,45.62916919,POINT (9.04469918 45.62916919),alta
MILANO,CESANO BOSCONE,MI074.0011,AREA VIA MONEGHERIO,"VIA MARIA MONEGHERIO, 3/5",,aree industriali dismesse,9.09266673,45.44788368,POINT (9.09266673 45.44788368),alta
